id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
1656,10000099372,721000,2020-11-11,2021-02-16T00:00:00Z,"17 LINCHMERE ROAD, LONDON",House,N,Lewisham,Lewisham East,LONDON,England and Wales: 1930-1949,SE12 0NB,D,B,68,83,Semi-Detached,marketed sale,67,83,170,80,4.1,28,1.9,129,99,758,561,134,84,150,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,7,7,70,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1658,10000168924,600000,2021-03-22,2021-06-25T00:00:00Z,"24 BROCKLEY HALL ROAD, CROFTON PARK, LONDON",House,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1930-1949,SE4 1RH,E,B,51,88,End-Terrace,marketed sale,43,87,324,56,5.1,57,0.9,84,84,860,334,120,69,89,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,5,5,82,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1659,10000035036,819000,2021-02-19,2021-05-27T00:00:00Z,"11 HOLDENBY ROAD, CROFTON PARK, LONDON",House,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1900-1929,SE4 2DA,D,B,67,84,Mid-Terrace,marketed sale,61,80,189,82,4,33,1.8,87,87,692,496,90,62,120,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1661,10000063181,385000,2021-01-14,2021-04-30T00:00:00Z,"134C TRESSILLIAN ROAD, LONDON",Flat,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1900-1929,SE4 1XX,C,C,75,77,Mid-Terrace,marketed sale,78,81,181,157,1.2,32,1.1,45,45,229,198,78,79,39,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,71,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1662,10000466847,650000,2021-01-08,2021-03-24T00:00:00Z,"7A GLENSDALE ROAD, LONDON",Flat,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1900-1929,SE4 1UE,D,C,66,74,Semi-Detached,marketed sale,55,68,202,145,3.8,42,2.6,75,75,573,400,100,101,90,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,2,5,5,100,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Partial double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1664,10000664764,445000,2021-01-07,2021-05-27T00:00:00Z,"58 SHORNDEAN STREET, LONDON",Maisonette,N,Lewisham,Lewisham East,LONDON,England and Wales: before 1900,SE6 2ES,D,C,58,72,Mid-Terrace,marketed sale,51,70,287,175,3.9,51,2.4,67,67,678,405,94,95,77,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,3,3,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1665,10000426389,725000,2021-01-17,2021-05-14T00:00:00Z,"60 CARHOLME ROAD, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1900-1929,SE23 2HS,E,C,53,71,Mid-Terrace,marketed sale,47,65,261,154,6.9,46,4.1,99,99,1419,1022,90,90,150,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,6,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1666,10000184217,250000,2021-03-17,2021-03-03T00:00:00Z,"23 WINGROVE ROAD, LONDON",Flat,N,Lewisham,Lewisham East,LONDON,England and Wales: 1930-1949,SE6 1QE,C,C,69,77,Semi-Detached,rental,68,79,215,143,2,38,1.3,47,47,365,243,83,83,53,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1667,10000075136,333000,2021-03-18,2021-06-08T00:00:00Z,"138 RANGEFIELD ROAD, BROMLEY",House,N,Lewisham,Lewisham East,BROMLEY,England and Wales: 1930-1949,BR1 4RQ,D,B,64,86,Mid-Terrace,marketed sale,60,85,250,74,3.1,44,0.9,117,59,456,358,144,67,70,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),Owner-occupied
1668,10000362128,672500,2021-03-19,2021-06-21T00:00:00Z,"50A KNELLER ROAD, CROFTON PARK, LONDON",House,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1900-1929,SE4 2AP,D,C,58,80,Mid-Terrace,marketed sale,51,76,271,116,4.1,48,1.8,92,69,711,511,83,55,85,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,4,4,67,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1669,10001207661,250000,2021-04-20,2021-06-16T00:00:00Z,"90A DEVONSHIRE ROAD, LONDON",Flat,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1900-1929,SE23 3SX,D,C,64,74,End-Terrace,rental,60,75,270,168,2.6,48,1.6,47,47,461,287,85,86,54,Unknown,Y,double glazing installed before 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1670,10001056300,350000,2021-04-16,2021-03-31T00:00:00Z,"31 HOLMSHAW CLOSE, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1976-1982,SE26 4TH,C,B,76,90,Mid-Terrace,rental,76,90,139,42,1.9,24,0.6,65,65,332,299,91,63,79,Unknown,Y,"double glazing, unknown install date",Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1673,10000331863,570000,2021-01-20,2021-04-23T00:00:00Z,"207 FOXBOROUGH GARDENS, LADYWELL, LONDON",House,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1950-1966,SE4 1HS,C,B,76,87,Mid-Terrace,not sale or rental,75,86,133,60,2.1,23,1,87,87,349,349,93,65,90,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,79,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 79% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1675,10000674182,708500,2021-01-05,2021-04-01T00:00:00Z,"60 SILVERDALE, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1930-1949,SE26 4SJ,G,D,12,66,Semi-Detached,marketed sale,1,32,849,320,25,170,8.8,157,107,3457,1386,393,133,144,standard tariff,N,not defined,Normal,1,6,1,50,2,"Electric immersion, off-peak",Very Poor,Poor,"Suspended, no insulation (assumed)",Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 50% of fixed outlets,Good,Good,electricity (not community),Owner-occupied
1676,10000123142,500000,2021-03-09,2021-03-19T00:00:00Z,"1A KANGLEY BRIDGE ROAD, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1930-1949,SE26 5BA,D,B,58,85,End-Terrace,rental,51,83,286,80,4,50,1.2,65,65,674,378,122,81,80,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Room thermostat only,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1677,10000469535,300000,2021-03-02,2021-06-11T00:00:00Z,"28 THAKEHAM CLOSE, LONDON",Maisonette,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: 1950-1966,SE26 6HN,D,C,67,78,Mid-Terrace,marketed sale,63,79,222,124,2.9,39,1.6,66,66,496,275,106,95,75,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,4,4,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1679,10000100520,1242633,2021-02-12,2021-04-09T00:00:00Z,"16 BOVENEY ROAD, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: before 1900,SE23 3NN,E,C,52,74,Semi-Detached,marketed sale,36,60,248,122,10,53,5.1,112,112,1502,935,135,85,189,off-peak 7 hour,Y,"double glazing, unknown install date",More Than Typical,1,7,7,96,3,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Room thermostat only,Poor,Poor,Low energy lighting in 96% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1681,10001175912,915000,2021-04-19,2021-06-28T00:00:00Z,"72 BLYTHE VALE, LEWISHAM, LONDON",House,N,Lewisham,Lewisham West and Penge,LONDON,England and Wales: before 1900,SE6 4NW,D,C,65,79,Semi-Detached,marketed sale,57,72,185,106,5.8,33,3.4,177,108,953,727,99,99,177,Single,Y,double glazing installed during or after 2002,Normal,4,8,8,36,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 36% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1682,10001145458,357000,2021-04-14,2021-06-24T00:00:00Z,"6 COVELL COURT, REGINALD SQUARE, LONDON",House,N,Lewisham,"Lewisham, Deptford",LONDON,England and Wales: 1991-1995,SE8 4ST,E,B,50,91,Enclosed Mid-Terrace,marketed sale,55,75,287,127,2.9,49,1.3,51,57,631,305,365,105,59,Unknown,N,double glazing installed before 2002,Normal,0,3,2,100,0,"Electric immersion, standard tariff",Very Poor,Poor,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, insulated (assumed)",Good,Good,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),Owner-occupied
1685,10000169070,347500,2021-01-13,2021-02-22T00:00:00Z,"24 CAESARS WALK, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 4LE,D,B,56,88,End-Terrace,rental,48,87,290,53,4.4,51,0.8,78,78,684,324,180,72,87,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,89,0,From main system,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 89% of fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1687,10000455254,325000,2021-03-19,2021-05-18T00:00:00Z,"70 AVENUE ROAD, STREATHAM, LONDON",House,N,Merton,Mitcham and Morden,LONDON,England and Wales: 1900-1929,SW16 4HL,F,B,37,81,End-Terrace,marketed sale,33,78,434,111,6,76,1.6,86,64,1141,473,91,50,78,off-peak 7 hour,Y,double glazing installed before 2002,Normal,1,5,4,67,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",Average,Average,Appliance thermostats,Good,Good,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1688,10000644155,525000,2021-03-11,2021-06-28T00:00:00Z,"4A BROCKHAM CLOSE, WIMBLEDON, LONDON",Maisonette,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW19 7EQ,E,D,49,66,End-Terrace,marketed sale,43,63,414,254,3.9,73,2.4,66,48,631,422,153,97,54,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,63,0,From main system,Average,Average,(another dwelling below),Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 63% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1691,10000732138,935000,2021-02-09,2021-05-25T00:00:00Z,"77 AYLWARD ROAD, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW20 9AJ,D,C,56,71,Semi-Detached,marketed sale,54,70,210,129,6.1,36,3.8,127,127,1427,1146,135,84,167,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,6,6,78,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas, Air source heat pump, underfloor, electric",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1694,10000262774,820000,2021-01-29,2021-04-09T00:00:00Z,"4 SOUTHWAY, RAYNES PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW20 9JQ,C,B,70,83,Semi-Detached,marketed sale,64,79,165,88,4.6,29,2.5,111,111,783,576,88,88,157,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,1,7,7,90,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1695,10000947337,1910000,2021-05-15,2021-06-25T00:00:00Z,"15 PRESTON ROAD, WEST WIMBLEDON, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1950-1966,SW20 0SS,E,D,40,64,Detached,marketed sale,39,63,319,187,13,49,7.2,206,130,2701,1835,196,127,267,Single,Y,"double glazing, unknown install date",More Than Typical,3,8,8,42,1,From main system,Average,Average,"Solid, no insulation (assumed)",Mostly double glazing,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 42% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1698,10000732138,935000,2021-02-09,2021-05-25T00:00:00Z,"77 AYLWARD ROAD, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW20 9AJ,D,C,66,80,Semi-Detached,marketed sale,58,75,187,104,5.5,33,3.1,127,127,899,692,134,84,167,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,6,6,78,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1699,10000425989,230000,2021-01-28,2021-03-23T00:00:00Z,"79 WIDE WAY, MITCHAM",Flat,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 1BP,C,C,72,78,Mid-Terrace,marketed sale,73,81,197,137,1.6,35,1.1,67,42,292,214,78,78,47,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,3,3,40,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1700,10000228713,1210000,2021-01-21,2021-05-14T00:00:00Z,"144 MELROSE AVENUE, WIMBLEDON PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW19 8AX,D,C,68,80,Mid-Terrace,marketed sale,56,70,167,99,5.2,35,3.2,110,111,793,633,92,92,148,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,5,5,86,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1701,10000903352,430000,2021-05-28,2021-03-29T00:00:00Z,104 TOYNBEE ROAD,Maisonette,N,Merton,Wimbledon,LONDON,England and Wales: 1950-1966,SW20 8SL,C,C,74,78,End-Terrace,marketed sale,75,80,164,128,1.7,29,1.4,53,53,324,254,72,72,61,Single,Y,double glazing installed during or after 2002,Normal,0,3,3,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1702,10000680565,335000,2021-03-05,2021-03-24T00:00:00Z,"67 BRECON CLOSE, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1967-1975,CR4 1XB,C,B,69,82,Mid-Terrace,non marketed sale,65,78,186,102,3.3,33,1.8,98,76,550,508,104,72,99,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,71,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Flat, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1703,10000653402,510000,2021-03-04,2021-06-28T00:00:00Z,"5 PARKFIELDS AVENUE, WEST WIMBLEDON, LONDON",Maisonette,N,Merton,Wimbledon,LONDON,England and Wales: 1950-1966,SW20 0QS,C,C,69,76,Semi-Detached,marketed sale,67,77,213,151,2.3,37,1.6,87,54,391,287,89,89,62,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,40,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1704,10000705861,475000,2021-01-14,2021-01-28T00:00:00Z,"67 ASHBOURNE ROAD, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1900-1929,CR4 2BE,F,C,29,74,End-Terrace,marketed sale,18,48,594,269,10,100,4.5,123,85,1628,905,597,127,99,standard tariff,N,"double glazing, unknown install date",Normal,0,5,5,56,0,"Electric immersion, off-peak",Very Poor,Poor,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 56% of fixed outlets,Good,Good,electricity (not community),Owner-occupied
1705,10000618501,1400000,2021-01-12,2021-06-30T00:00:00Z,"39 ETHELBERT ROAD, RAYNES PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: before 1900,SW20 8QE,C,B,69,82,Semi-Detached,marketed sale,60,77,167,89,7.3,29,3.9,171,130,1188,778,136,137,246,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,9,9,68,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 68% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1706,10000172936,2700,2021-03-13,2021-03-30T00:00:00Z,"13 COMMONSIDE WEST, MITCHAM",Maisonette,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1900-1929,CR4 4HA,D,C,66,76,End-Terrace,rental,65,79,287,173,1.9,51,1.1,34,34,357,219,77,78,38,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1707,10000101388,873000,2021-03-29,2021-06-17T00:00:00Z,"16 COCHRANE ROAD, WIMBLEDON, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW19 3QP,D,B,67,85,Mid-Terrace,marketed sale,62,83,200,76,3.5,35,1.4,110,77,582,419,97,69,99,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,1,5,5,56,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 56% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1708,10000115859,380000,2021-01-16,2021-03-19T00:00:00Z,"111 CANTERBURY ROAD, MORDEN",House,N,Merton,Mitcham and Morden,MORDEN,England and Wales: 1930-1949,SM4 6QJ,D,B,62,85,Mid-Terrace,rental,55,83,246,76,3.8,43,1.2,70,70,654,394,99,69,87,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
